"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
2.296329170E-1,-7.635590737E-5,-1.832541777E-3,8.399150101E-4
2.320588540E-1,-7.635590737E-5,6.108472589E-4,2.290677221E-4
2.344848440E-1,5.344913807E-4,-1.221694518E-3,2.290677221E-4
2.369108330E-1,-1.298050396E-3,-6.108472589E-4,-9.926267667E-4
2.393367710E-1,5.344913807E-4,0.000000000E0,-9.926267667E-4
2.417627600E-1,-6.872031372E-4,0.000000000E0,-1.603474026E-3
2.441887500E-1,-6.872031372E-4,0.000000000E0,-1.603474026E-3
2.466147390E-1,5.344913807E-4,0.000000000E0,2.290677221E-4
2.490406770E-1,-7.635590737E-5,6.108472589E-4,8.399150101E-4
2.514666670E-1,-7.635590737E-5,1.221694518E-3,2.290677221E-4
2.538926560E-1,-7.635590737E-5,-1.221694518E-3,-3.817795368E-4
2.563185940E-1,-7.635590737E-5,-2.443389036E-3,2.290677221E-4
2.587445830E-1,1.756185899E-3,0.000000000E0,-9.926267667E-4
2.611705730E-1,-7.635590737E-5,-2.443389036E-3,-1.603474026E-3
2.635965620E-1,-7.635590737E-5,-6.108472589E-4,2.290677221E-4
2.660225000E-1,5.344913807E-4,6.108472589E-4,-9.926267667E-4
2.684484890E-1,-7.635590737E-5,-6.108472589E-4,8.399150101E-4
2.708744790E-1,5.344913807E-4,1.221694518E-3,8.399150101E-4
2.733004170E-1,1.145338640E-3,-6.108472589E-4,8.399150101E-4
2.757264060E-1,-7.635590737E-5,0.000000000E0,-3.817795368E-4
2.781523960E-1,1.145338640E-3,0.000000000E0,-9.926267667E-4
